id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29381131,** FABULOUS & MODERN STUDIO ON HOLLYWOOD BEACH **,58397044,Rocky,,Hollywood,26.02818,-80.1151,Entire home/apt,69,2,15,2019-06-30,1.78,3,235
29381991,The Sanctuary at Coral Ridge,3310416,Rick And Thomas,,Fort Lauderdale,26.16475,-80.11157,Private room,73,1,4,2019-05-20,1.41,1,168
29383224,"Miami - Hollywood Beach at Tides, sobre la  playa",91170029,Carlos,,Hollywood,25.98889,-80.11771,Entire home/apt,120,1,11,2019-05-09,1.73,1,287
29384365,"Light and Peace
Room 2",221364347,Natalia,,Miramar,25.98714,-80.32381,Private room,80,3,6,2019-04-02,0.77,2,162
29384494,"Affinity Riverside One - Waterway Views, Pool, Dock, Near Beach - 1 Bedroom",212833142,Affinity Vacation Rentals,,Pompano Beach,26.25254,-80.0899,Entire home/apt,134,2,1,2019-01-15,0.17,12,244
29384513,"Affinity Santa Barbara - New Gated Townhome, Pool, Hot Tub - 3 Bedroom",212833142,Affinity Vacation Rentals,,Pompano Beach,26.22581,-80.10016,Entire home/apt,173,2,3,2019-05-14,0.48,12,297
29384529,"Affinity Seabreeze - Trilevel Townhome, Walk To Cafes And Beach - 4 Bedroom",212833142,Affinity Vacation Rentals,,Pompano Beach,26.25097,-80.08736,Entire home/apt,248,2,6,2019-07-09,0.91,12,346
29386041,Peace and Light  Room #1,221364347,Natalia,,Miramar,25.98881,-80.32367,Private room,80,3,9,2019-03-23,1.03,2,162
29387041,Oakland Park Home with a Huge Outdoor Area.,71425324,Dan,,Oakland Park,26.16824,-80.12771,Private room,75,1,3,2019-01-04,0.35,1,270
29387961,Rand's crew house,144212279,Randy,,Sunrise,26.16285,-80.23928,Shared room,25,5,3,2019-02-24,0.35,3,347
29388329,"Shared room, Hostel Home",103610385,David,,Hollywood,26.00071,-80.15081,Shared room,17,1,22,2019-04-10,2.46,12,0
29390298,Palm Lake House,221408097,Jonathan,,Oakland Park,26.17864,-80.12438,Entire home/apt,244,4,24,2019-07-10,2.85,1,229
29390590,"Beach view full equiped, pool and parking 2b/1.5b",130472258,Elianne,,Hollywood,25.98758,-80.11942,Entire home/apt,320,5,0,,,10,179
29390743,A Vacation Getaway,221414228,Steven,,Pompano Beach,26.20914,-80.18056,Private room,140,3,1,2019-02-04,0.19,1,365
29390804,Villa Sphynx-Beautiful  3/2 Waterfront views,67503225,Jonathan,,Wilton Manors,26.1607,-80.11932,Entire home/apt,200,2,7,2019-06-11,0.84,1,221
29391170,LUXURY 3/2 HOME IN HOLLYWOOD FL #4,216472249,Ljubo,,Hollywood,26.00546,-80.14578,Entire home/apt,110,7,2,2018-12-29,0.27,4,365
29391499,ALLURING 1 /1 APT IN HOLLYWOOD FLORIDA 1,216472249,Ljubo,,Hollywood,26.0065,-80.14613,Entire home/apt,85,7,5,2019-03-30,0.64,4,365
29391715,8443:  4+ Beds. Cozy 4/4 Minutes to Ft Laud./Miami,14964949,Rose,,Miramar,25.98451,-80.25648,Entire home/apt,129,2,0,,,2,75
29391832,Tropical *Escape* - 4 separate Apartments!!,118856968,Steve And Jo,,Fort Lauderdale,26.11514,-80.15927,Entire home/apt,599,1,2,2019-05-27,0.49,8,227
29396835,Wilton Manors Chelsea Apartment with HOT TUB,96579834,Michael,,Wilton Manors,26.16311,-80.14289,Entire home/apt,79,1,32,2019-07-08,3.95,3,40
29411381,large private room -king bed,124547719,Robert,,Hollywood,26.00488,-80.1599,Private room,39,1,21,2019-07-07,2.37,3,345
29412107,Private Entrance Upscale Immaculate Posh Studio,38859041,Bill,,Dania Beach,26.06511,-80.17751,Entire home/apt,55,2,9,2019-04-27,1.06,3,342
29413765,"HYDE-1508 / Lovely Ocean view, 2 Bed 2 Bath at The Hyde Resort",51433847,Fernando,,Hallandale Beach,25.98652,-80.11809,Entire home/apt,260,2,1,2019-05-12,0.47,33,261
29415609,Coral Springs home - Room 2,70361702,Angela,,Coral Springs,26.25437,-80.23741,Private room,30,3,11,2019-05-28,1.31,4,52
29416433,Hyde-1507 / luxury 1 bedroom apartment at hyde resort,51433847,Fernando,,Hollywood,25.98721,-80.11848,Entire home/apt,220,2,0,,,33,235
29417119,"HYDE-1803 / Stunning Ocean Views, 2 Bed 2 Bath",51433847,Fernando,,Hallandale Beach,25.98569,-80.11898,Entire home/apt,260,2,0,,,33,261
29417865,Casa Mansion,33870641,Willie,,Southwest Ranches,26.04711,-80.33853,Entire home/apt,600,7,0,,,5,134
29433826,Well located Mid Century Modern Villa,66081352,Adam,,Fort Lauderdale,26.14649,-80.13726,Entire home/apt,125,3,0,,,1,250
29435624,Hollywood Private House Close to Beach and Casino,5260661,Yoni,,Hollywood,26.02447,-80.15019,Entire home/apt,75,1,56,2019-06-27,6.34,2,83
29442110,Cómodo y acogedor espacio en el centro de Miramar.,221776110,Katherine,,Miramar,25.99034,-80.30948,Private room,60,2,17,2019-06-17,2.00,1,78
29453535,"Private studio w/bath in Victoria Park, Pets ok!",221856128,Jorge,,Fort Lauderdale,26.12783,-80.13059,Entire home/apt,62,1,46,2019-07-02,5.41,4,266
29460218,"** STUNNING, MODERN & QUIET BEACH HOUSE **",58397044,Rocky,,Hollywood,26.05026,-80.11482,Entire home/apt,309,2,6,2019-05-13,0.91,3,250
29461711,3 Blocks from the Beach Private Suite!,124050596,Greg,,Pompano Beach,26.23005,-80.09489,Entire home/apt,63,1,23,2019-06-10,2.65,1,41
29462752,"Vacation Village at Weston: 1-BR Type B, Sleep 4",27042710,Igor,,Weston,26.12583,-80.37249,Entire home/apt,100,7,0,,,13,365
29464273,The Gray Hen at Casa de Las Iguanas w/ King Bed,124569685,Brenda And Jim,,Fort Lauderdale,26.10676,-80.14681,Entire home/apt,100,1,89,2019-07-12,10.35,9,358
29476716,Modern Oasis,222007567,Sean,,Fort Lauderdale,26.12973,-80.12747,Entire home/apt,350,2,14,2019-07-06,2.21,1,173
29479158,"West Park(Hallandale Beach, Hollywood) Getaway",222024402,Sierra,,West Park,25.98445,-80.18765,Private room,80,2,0,,,1,0
29481412,Brand New Luxury 2Bedroom Corner Suite +35 Floor,1833853,Ricardo,,Hallandale Beach,25.9856,-80.11816,Entire home/apt,399,4,3,2019-05-13,0.44,21,167
29483552,Family Home Vacation spot,175654055,Johnny,,Miramar,25.98179,-80.25343,Entire home/apt,300,1,0,,,2,89
29484975,walking distance to Beach. Free parking and wifi,221182862,Fay,,Fort Lauderdale,26.14402,-80.11252,Entire home/apt,89,1,23,2019-06-24,2.71,3,157
29486933,SeaGrass - Modern pool bungalow in  Ft Lauderdale!,103016878,Jill And Ron,,Fort Lauderdale,26.14241,-80.12725,Entire home/apt,119,1,17,2019-07-06,2.18,4,342
29487868,Peaceful family waterfront house w/ heated pool,28746986,Genevieve,,Plantation,26.14818,-80.29099,Entire home/apt,399,4,11,2019-07-05,1.71,7,80
29488683,Luxury Room Downtown Ft Lauderdale Flagler Village,11546388,CityPlace,,Fort Lauderdale,26.12979,-80.13678,Private room,300,7,0,,,6,0
29489172,Fabulous 3B/2Bth Home Near Hard Rock Stadium/Beach,222095720,Katia,,Miramar,25.98647,-80.20914,Entire home/apt,150,2,25,2019-06-15,3.77,1,39
29490352,"Bright & Light, Modern FAMILY HOME !",48248052,Roberto,,Coconut Creek,26.25149,-80.17965,Entire home/apt,130,7,1,2019-02-19,0.21,1,13
29493204,"Brand new, just remodeled",40529209,Kathleen,,Pompano Beach,26.23282,-80.09668,Entire home/apt,129,3,1,2019-05-12,0.47,1,54
29501565,The SandBar - Modern pool 2 BR in Fort Lauderdale!,103016878,Jill And Ron,,Fort Lauderdale,26.1411,-80.12789,Entire home/apt,169,1,32,2019-07-07,4.14,4,329
29505950,Coral Springs Home - Room #3,70361702,Angela,,Coral Springs,26.25283,-80.23742,Private room,25,3,19,2019-05-24,2.23,4,70
29510659,New! Dania Beach Home - 7 mins to Beach & Airport!,222226968,Gabby & Brenda,,Dania Beach,26.04393,-80.1451,Entire home/apt,170,1,20,2019-06-30,2.40,1,314
29511071,Gorgeous apt. in Forth Lauderdale / Pompano Beach,169279769,Charlie,,Pompano Beach,26.21219,-80.16366,Entire home/apt,80,5,0,,,2,41
29512118,Modern Stylish 2 Bed 1 Bath-10 mins to beach & FLL,98241516,Ambir,,Hollywood,26.00325,-80.16612,Entire home/apt,75,1,42,2019-06-29,5.02,2,21
29513964,Best Beach Vacation Destination! 2 Bedroom Apt.,104250773,Annie,,Pompano Beach,26.23728,-80.09098,Entire home/apt,59,3,8,2019-07-02,1.03,4,138
29517313,PH - Oceano Azul,152980266,Michelle & Jim,,Hollywood,25.99669,-80.1182,Entire home/apt,90,60,1,2019-06-30,1,3,231
29518702,Pompano Beach 10 bedroom Tropical Beach Oasis,26043,Sandra,,Pompano Beach,26.25465,-80.09744,Entire home/apt,850,5,2,2019-05-21,0.39,3,345
29535171,Seaview room in beach side condo with pool,3127156,Alexandra,,Hallandale Beach,25.97753,-80.12032,Private room,60,4,10,2019-06-13,1.29,1,365
29538005,BW-2110A - Hyde 2110A  Amazing ocean view 1 bedroom unit at The Hyde,51433847,Fernando,,Hallandale Beach,25.98514,-80.12367,Entire home/apt,180,1,0,,,33,261
29538385,STUNNING●Heated Pool●5min-beach●2br●Bikes,10815044,Ana & David,,Fort Lauderdale,26.20406,-80.1194,Entire home/apt,302,1,4,2019-06-27,0.50,51,332
29538763,"Best Tourist Destination, very close SawgrassMall",222405473,Zaida,,Davie,26.1132,-80.33804,Private room,60,2,47,2019-07-03,5.69,1,265
29539717,The Oasis At Victoria Park,191290036,Jonathan,,Fort Lauderdale,26.13552,-80.12695,Entire home/apt,1000,1,0,,,6,161
29544691,Hollywood Beach Cozy Studio steps from beach,99650653,Elena,,Hollywood,26.0248,-80.11515,Entire home/apt,150,6,0,,,1,73
29548752,"Modern, Quiet, Functional Home in Fort Lauderdale.",35512112,Emilio,,Fort Lauderdale,26.10242,-80.14756,Entire home/apt,100,3,33,2019-07-07,4.25,1,183
29559586,Beautiful private 2/1 unit close to everything,40144101,Joel,,Fort Lauderdale,26.1465,-80.14771,Entire home/apt,109,3,20,2019-05-26,2.39,1,21
29560816,Oceanview Condo in a 4.5 star hotel on 18th floor!,222459707,Bruce And Nadine,,Fort Lauderdale,26.12868,-80.1036,Entire home/apt,299,1,40,2019-07-11,4.65,5,301
29561412,Oceanview Condo in a 4.5 star hotel on 24th floor!,222459707,Bruce And Nadine,,Fort Lauderdale,26.1287,-80.10307,Entire home/apt,299,1,24,2019-06-20,2.86,5,291
29566676,Bougainvillea -FLL Airport 10 mins/Port Everglades,222599658,Philip,,Dania Beach,26.06635,-80.17968,Private room,49,1,134,2019-07-11,15.89,2,69
29569036,"Private 1 bd/bath, close to Hard Rock Cafe Casino",98330376,Lilian,,Pembroke Pines,26.0241,-80.24514,Private room,45,2,31,2019-06-16,3.75,1,173
29569327,NEW! Pompano Beach House w/ Private Pool & Yard!,126641496,Evolve,,Pompano Beach,26.25707,-80.09422,Entire home/apt,250,3,2,2019-01-06,0.26,74,283
29569380,"Comfy home with huge patio, grill and lake view",73794777,Marcelo,,Coconut Creek,26.30362,-80.18433,Entire home/apt,200,2,29,2019-07-01,3.99,1,108
29588068,Waterfront Seaside Dreams Tiki Villa - Pool,9443719,Ida Annika,,Lighthouse Point,26.29235,-80.08459,Entire home/apt,1300,2,4,2019-04-28,0.95,19,348
29590009,Enjoy a glimpse of Paris in Florida!,187196978,Brooke,,Sunrise,26.176,-80.29209,Private room,65,1,1,2018-11-24,0.13,1,90
29591573,NEW! Hip Dania Beach Apt w/ Patio - by Beach & DT!,126641496,Evolve,,Dania Beach,26.055,-80.14266,Entire home/apt,156,2,0,,,74,142
29604656,New deco privet apartment 202,49213071,Maor,,Fort Lauderdale,26.18033,-80.11944,Entire home/apt,99,2,27,2019-07-08,3.35,11,356
29616555,BeachWalk Hotel Room (unit B) with a view,36241182,Kirill,,Hallandale Beach,25.98523,-80.12254,Entire home/apt,86,4,1,2019-05-29,0.64,5,54
29617389,Deluxe 3b/2b ENTIRE PRIVATE WING+Pool+Garden,28690276,Gaby,,Hollywood,26.0106,-80.13307,Private room,228,3,2,2019-05-14,0.30,3,347
29617931,SUITE w/ 1 king size bed & full kitchen (Unit A),36241182,Kirill,,Hallandale Beach,25.98643,-80.12333,Entire home/apt,99,3,1,2018-11-11,0.12,5,57
29620922,Deluxe Private 1B/BR in Exclusive Hollywood Lakes,28690276,Gaby,,Hollywood,26.00872,-80.1325,Private room,93,3,0,,,3,354
29621475,Wyndham Royal Vista Beach Resort- 2 BDR deluxe.,21183028,Richard,,Pompano Beach,26.22364,-80.09105,Entire home/apt,275,7,0,,,2,7
29625317,Oceanfront Penthouse on the beach one bedroom,153813444,Jim,,Hollywood,25.99798,-80.1179,Entire home/apt,100,14,0,,,2,241
29625457,Apartment 103 Studio with Garden and Pool Views,7974042,Russel,,Unincorporated,26.13161,-80.17854,Entire home/apt,150,1,0,,,11,277
29626000,"Fully equiped, ocean front, pool, parking",130472258,Elianne,,Hollywood,25.9889,-80.11806,Entire home/apt,165,5,11,2019-06-09,1.42,10,139
29626229,Apartment 104 One Bedroom King Bed with Garden and Pool Views (Accessible),7974042,Russel,,Unincorporated,26.13356,-80.18008,Entire home/apt,150,1,0,,,11,266
29626408,Apartment 106 Deluxe Two Bedroom King and Two Twin Beds with Private Balcony and Canal Views (Accessible),7974042,Russel,,Unincorporated,26.13155,-80.17857,Entire home/apt,200,1,0,,,11,270
29626880,Apartment 108 Deluxe One Bedroom with King Bed and Canal Views,7974042,Russel,,Unincorporated,26.13273,-80.17944,Entire home/apt,150,1,0,,,11,232
29627505,Apartment 201 One Bedroom King Bed with Private Balcony and City Views,7974042,Russel,,Unincorporated,26.13333,-80.17919,Entire home/apt,150,1,0,,,11,268
29627681,Apartment 203 One Bedroom Two Full Sized Beds with Garden and Pool Views,7974042,Russel,,Unincorporated,26.13172,-80.17923,Entire home/apt,150,1,1,2018-12-09,0.14,11,294
29627710,Apartment 204 One Bedroom King Bed with Garden and Pool Views,7974042,Russel,,Unincorporated,26.13357,-80.17987,Entire home/apt,150,1,0,,,11,303
29628037,Apartment 206 Deluxe Two Bedrooms with King and Two Twin Beds with Private Balcony and Canal Views,7974042,Russel,,Unincorporated,26.13319,-80.17789,Entire home/apt,250,1,0,,,11,256
29628059,Apartment 208 Deluxe Two Bedroom King and Two Twin Beds with Private Balcony and Canal Waterway Views,7974042,Russel,,Unincorporated,26.13189,-80.1801,Entire home/apt,250,1,0,,,11,251
29628097,Apartment 207 Deluxe Studio King Bed with Canal Waterway Views,7974042,Russel,,Unincorporated,26.13187,-80.17796,Entire home/apt,150,1,0,,,11,263
29629018,Casa Tortuga,2177826,Paul,,Dania Beach,26.04178,-80.14927,Entire home/apt,90,3,19,2019-07-01,2.38,1,256
29629489,Seabreeze Garden,63824862,Bradley & Melissa,,Lauderdale By The Sea,26.19649,-80.09798,Entire home/apt,75,1,28,2019-07-07,4.14,26,294
29629613,Hidden Palms - D,63824862,Bradley & Melissa,,Lazy Lake,26.15742,-80.14466,Entire home/apt,75,1,39,2019-07-07,5.71,26,313
29631483,Beautiful 16th floor Ocean view right on the beach,223050145,Viktor,,Hollywood,25.98846,-80.11926,Entire home/apt,189,5,26,2019-06-29,3.28,1,283
29631512,"Clean, Good location.",65280395,Antonio,,Fort Lauderdale,26.12358,-80.1593,Private room,35,1,30,2019-05-26,3.88,4,84
29631964,16 H ONE BEDROOM 1 BATH OCEAN FRONT IN HOLLYWOOD,71645765,Graciela  Patricia,,Hollywood,25.99039,-80.11929,Private room,120,1,0,,,5,365
29645659,Miami! 1512 HYDE Beach Ocean view,130937953,Ammos Vacation Rentals - MIAMI,,Hallandale Beach,25.9854,-80.11973,Entire home/apt,212,1,10,2019-06-16,1.44,15,255
29645699,Miami! 3312 HYDE Beach Panoramic Ocean view,130937953,Ammos Vacation Rentals - MIAMI,,Hollywood,25.98757,-80.12021,Entire home/apt,243,1,5,2019-04-02,0.71,15,240
29645702,Miami! 4012 HYDE Beach Penthouse Panoramic Ocean,130937953,Ammos Vacation Rentals - MIAMI,,Hallandale Beach,25.98713,-80.11798,Entire home/apt,228,1,6,2019-05-20,0.83,15,232
29647798,Ocean front resort,48525221,Adam,,Pompano Beach,26.25037,-80.0867,Private room,1600,7,0,,,1,363
29650029,Hollywood/miami  9M  ON THE BEACH!!!. 2/2,86916753,Silvina,,Hallandale Beach,25.98636,-80.11812,Entire home/apt,200,3,4,2019-03-31,0.55,3,160
29650490,"#1 ✔️ Cute neighborhood, walk to Wilton Manors!",4246703,Matthew,,Fort Lauderdale,26.14809,-80.13452,Entire home/apt,85,1,40,2019-07-06,4.71,25,332
29651015,"#3 ✔️ Walk to bars, restaurants & shops in Wilton",4246703,Matthew,,Fort Lauderdale,26.14937,-80.1344,Entire home/apt,85,1,44,2019-07-05,5.20,25,335
29651496,"Serene, fresh & relaxing Oasis!",223179181,Monica,,Plantation,26.137,-80.28984,Private room,80,4,0,,,1,0
29652694,"Ocean front, full equiped, pool and parking",130472258,Elianne,,Hollywood,25.98882,-80.11882,Entire home/apt,165,5,10,2019-05-07,1.30,10,225
29653035,Emerald Villa,110786423,Yossi,,Hollywood,26.03939,-80.19204,Entire home/apt,430,4,3,2019-07-09,0.68,2,212
29653367,Unique Bohemian Weekend in Core Downtown Hollywood,223190388,Michael,,Hollywood,26.01313,-80.14476,Shared room,23,1,0,,,1,87
29653562,Private entrance in-law suite near airport,223195228,Jan,,Plantation,26.11127,-80.23272,Private room,33,1,49,2019-06-04,5.95,1,0
29655410,Depto Hollywood/miami. 1 dorm 1 bano y toilette.,86916753,Silvina,,Hollywood,25.98843,-80.11757,Entire home/apt,150,3,1,2019-03-18,0.25,3,175
29658273,Belize - 1 Bedroom 1 Queen Bed Waterfront Apartment Las Olas Boulevard,98301475,Andrea,,Fort Lauderdale,26.12459,-80.11994,Entire home/apt,150,1,0,,,19,186
29659208,2 BR APARTMENT IN A HOTEL RESORT ON THE BEACH,41398906,Hanna,,Hallandale Beach,25.98545,-80.1225,Entire home/apt,215,2,4,2019-02-26,0.54,4,36
29659222,Lugar tranquilo,223240132,Lucileia,,Deerfield Beach,26.29285,-80.12859,Private room,45,1,10,2019-04-09,1.30,2,179
29659517,Capri - 1 Bedroom 1 King Bed Luxury Waterfront Apartment off Las Olas Boulevard,98301475,Andrea,,Fort Lauderdale,26.12564,-80.12101,Entire home/apt,200,1,1,2019-06-23,1,19,128
29659837,The Floridian - 2 bedroom 1 King Bed and 2 Twins Beds Luxury Waterfront Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12568,-80.12132,Entire home/apt,250,1,0,,,19,160
29659878,Italian - 1 Bedroom 1 King Bed (Accessible) Deluxe Water View Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12487,-80.12078,Entire home/apt,200,1,0,,,19,111
29660055,Miami Classic - 2 Bedroom 1 King Bed and 1 Queen Bed Luxury Waterfront Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12476,-80.1198,Entire home/apt,250,1,0,,,19,117
29660136,The Floridian - Studio 2 Twin Beds,98301475,Andrea,,Fort Lauderdale,26.12635,-80.12076,Entire home/apt,150,1,1,2019-03-23,0.26,19,224
29660233,Miami Classic - 1 Bedroom 1 King Bed Luxury Waterfront Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12622,-80.12153,Entire home/apt,150,1,0,,,19,150
29660285,The Floridian - 1 Bedroom 1 King Bed Luxury Waterfront Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12574,-80.12063,Entire home/apt,200,1,0,,,19,175
29660358,London - 1 Bedroom 1 King Bed Contemporary Waterfront Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12577,-80.12125,Entire home/apt,200,1,0,,,19,0
29660418,Miami Classic - Studio 1 Queen Bed,98301475,Andrea,,Fort Lauderdale,26.12605,-80.11972,Entire home/apt,150,1,0,,,19,186
29660517,Santa Fe Suite - 2 bedroom Luxury Waterfront 2 Bedroom off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12551,-80.11921,Entire home/apt,300,1,0,,,19,217
29660558,Island Delight - 2 bedroom 1 king bed and 2 twins beds,98301475,Andrea,,Fort Lauderdale,26.12445,-80.12095,Entire home/apt,250,1,0,,,19,169
29660660,Island Delight - 1 bedroom 1 king bed,98301475,Andrea,,Fort Lauderdale,26.12423,-80.11985,Entire home/apt,150,1,0,,,19,185
29660713,South Beach - 1 Bedroom 1 King Bed Luxury Waterfront Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12471,-80.12014,Entire home/apt,200,1,0,,,19,193
29660937,Island Delight - Studio 2 twins beds,98301475,Andrea,,Fort Lauderdale,26.1244,-80.12085,Entire home/apt,150,1,1,2019-03-30,0.28,19,170
29661019,Key West - 1 Bedroom 1 King Bed Deluxe Water View Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12552,-80.12094,Entire home/apt,200,1,0,,,19,199
29661194,French Country - Studio 1 Queen Bed Luxury Studio off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12435,-80.11991,Entire home/apt,150,1,2,2019-06-10,0.50,19,205
29661416,French Country - 2 Bedroom 1 King Bed and 1 Queen Bed Luxury Family Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12418,-80.1198,Entire home/apt,300,1,0,,,19,160
29661703,French Country - 1 bedroom 1 King bed Luxury Family Apartment off Las Olas,98301475,Andrea,,Fort Lauderdale,26.12503,-80.12136,Entire home/apt,25,1,1,2018-12-02,0.13,19,169
29664630,Peaceful Private room near the beach,223273831,Guilherme,,Pompano Beach,26.28305,-80.1091,Entire home/apt,50,1,29,2019-07-04,3.44,2,285
29672705,Dania Beach Relax House Near Beach,156910840,Maria,,Dania Beach,26.037,-80.14935,Entire home/apt,99,3,25,2019-07-05,3.02,1,67
29672905,1/1 HYDE Beach Resort 3312 - Hollywood Beach,8988085,Ammos,,Hallandale Beach,25.9862,-80.11809,Entire home/apt,235,3,3,2019-04-27,0.84,12,220
29674371,Walk ToThe  Beach In Our Home W/  Spa & Billiards!,70563805,Chris,,Pompano Beach,26.23136,-80.09495,Entire home/apt,299,3,15,2019-07-11,1.91,4,292
29677345,2bed apartment 1bath,209939632,Krystal,,Tamarac,26.20188,-80.26539,Entire home/apt,850,1,0,,,1,179
29687039,Hollywood Dream House - 5 Bedroom w/heated POOL,45914148,Kat&Shahar,,Hollywood,26.01723,-80.1255,Entire home/apt,600,1,35,2019-07-06,4.29,18,319
29698967,SummerSpecials - NEW Tiki Hut! Pool coming Winter,223489498,Tara&Stefanie,,Deerfield Beach,26.31233,-80.0786,Entire home/apt,255,4,4,2019-05-13,0.99,2,232
29700496,1/1 HYDE Beach Resort 1512 - Hollywood Beach,8988085,Ammos,,Hollywood,25.98793,-80.11772,Entire home/apt,235,3,3,2019-03-30,0.76,12,236
29703787,Private Room/ shared bathroom/Near Airport /Beach!,49560976,Luis,,Fort Lauderdale,26.08751,-80.15854,Private room,30,1,54,2019-07-10,6.56,3,328
29704172,Condo frente al Mar en Hollywood - 2 dormitorios,64108016,Marcelo,,Hollywood,25.98824,-80.11745,Entire home/apt,169,5,1,2019-05-14,0.48,2,146
29705353,6T)  Comfortable bed in the shared  room.(3 beds),176984504,Ira,,Hollywood,26.02551,-80.14566,Shared room,21,1,6,2019-05-31,0.81,27,365
29705589,Miami! 2012 HYDE Beach Ocean view,130937953,Ammos Vacation Rentals - MIAMI,,Hollywood,25.98756,-80.11966,Entire home/apt,251,1,9,2019-06-02,1.43,15,261
29706587,Apto de 2 Dormitorios  sobre el mar en Hollywood,64108016,Marcelo,,Hollywood,25.98895,-80.11759,Entire home/apt,169,5,2,2019-06-14,0.79,2,179
29706699,Hallandale Beach Townhome,210339027,Mark,,Hallandale Beach,25.98735,-80.15112,Entire home/apt,122,3,15,2019-05-27,1.83,2,87
29707200,Davie Condo (Comfy Room),223511315,Lissa,,Davie,26.09604,-80.26834,Private room,50,1,3,2019-02-21,0.46,1,178
29709556,Private bedroom & bath near NSU & Sawgrass Mall,92549038,Joan,,Davie,26.09557,-80.30155,Private room,36,1,51,2019-05-06,6.00,1,9
29727568,Miami! Ocean view at HYDE Beach 2012,8988085,Ammos,,Hollywood,25.98782,-80.11827,Entire home/apt,235,3,1,2019-02-03,0.19,12,239
29727639,Hollywood Beach Finest unit !  (2 doubles),120157191,Alexis,,Hollywood,26.01134,-80.11559,Private room,72,25,1,2019-03-19,0.25,8,88
29728907,Get a Free Dinner - Vacation rental Hollywood,120157191,Alexis,,Hollywood,26.01142,-80.11648,Private room,69,7,1,2019-02-15,0.20,8,88
29729050,Miami! Ocean view at HYDE Beach PH12,8988085,Ammos,,Hollywood,25.98647,-80.11906,Entire home/apt,235,3,3,2019-04-07,0.46,12,212
29729117,BEACHWALK 2905B South view STUDIO,176205095,Maria Eugenia,,Hallandale Beach,25.98559,-80.12241,Entire home/apt,150,2,13,2019-07-13,2.22,3,251
29729902,D2: 1Bed 2Bath/Full Kitchen/Oceanfront/Views Vary,147677233,Canada House,,Pompano Beach,26.25332,-80.08544,Entire home/apt,250,3,3,2019-05-11,0.36,23,111
29730147,Port Howe 4,46678942,Gem,,Pembroke Pines,25.99659,-80.2786,Private room,75,1,5,2019-03-17,0.74,3,90
29730207,2/1 in Croissant Park - Marina Mile Blvd,110248,Jamilah,,Fort Lauderdale,26.09636,-80.14707,Entire home/apt,159,3,5,2019-07-06,0.82,3,357
29730788,C2: 1Bed 1Bath/Full Kitchen/Oceanfront/Views Vary,147677233,Canada House,,Pompano Beach,26.25282,-80.0848,Entire home/apt,230,3,5,2019-04-22,0.61,23,133
29732508,Condo sobre en mar en Hollywood - 2 dormitorios,22656773,Marcelo,,Hollywood,25.98842,-80.1175,Entire home/apt,169,5,0,,,13,133
29732870,HAPPY NEW YEAR in Weston. Dec-29 to Jan-05,18168034,Lino,,Weston,26.12747,-80.37428,Entire home/apt,75,7,0,,,2,255
29733100,Hollywood Home with Style,14080435,Elmer,,Hollywood,26.0111,-80.15707,Entire home/apt,250,1,11,2019-05-13,1.38,3,270
29739863,Blue Skies One Bedroom - 1 Full Bed By the Beach,10525083,Coral House Hotel,,Hollywood,26.01728,-80.11694,Entire home/apt,150,1,0,,,12,363
29740109,Day Dream Deluxe Efficiency - 1 Full Bed and 1 sleeper sofa By the Beach,10525083,Coral House Hotel,,Hollywood,26.01609,-80.11577,Entire home/apt,150,1,0,,,12,356
29740225,Palm Aires Deluxe Efficiency By the Beach,10525083,Coral House Hotel,,Hollywood,26.01722,-80.11559,Entire home/apt,150,1,1,2018-12-31,0.15,12,365
29740250,Ocean Breeze 1 Bedroom By the Beach,10525083,Coral House Hotel,,Hollywood,26.01614,-80.11736,Entire home/apt,150,1,0,,,12,364
29740264,Nautilus 1 Bedroom By the Beach,10525083,Coral House Hotel,,Hollywood,26.01595,-80.11516,Entire home/apt,150,1,0,,,12,365
29740290,Ocean Paradise 1 Bedroom By the Beach,10525083,Coral House Hotel,,Hollywood,26.01767,-80.11513,Entire home/apt,150,1,0,,,12,348
29740330,Umbrella Drink 1 Bedroom - 1 Queen Bed and 1 Rollaway Bed By the Beach,10525083,Coral House Hotel,,Hollywood,26.01778,-80.11559,Entire home/apt,200,1,0,,,12,353
29740364,Sunny Disposition Efficiency - 1 Full Bed By the Beach,10525083,Coral House Hotel,,Hollywood,26.01667,-80.11513,Entire home/apt,150,1,0,,,12,365
29740395,White Pearl Efficiency - 1 Full Bed By the Beach,10525083,Coral House Hotel,,Hollywood,26.01673,-80.1167,Entire home/apt,200,1,0,,,12,347
